eventid	iyear	imonth	iday	extended	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	gname	motive	guncertain1	individual	nperps	nperpcap	claimed	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	nkill	nkillter	nwound	nwoundte	property	propextent	propextent_txt	ishostkid	nhostkid	dbsource	id	population
2.01E+11	2008	7	25	0	153	Pakistan	6	South Asia	North-West Frontier Province	Kabal	34.791084	72.283314	1	0	In Totano Bandai in Kabal.	"07/25/2008: On Friday morning, in Totano Bandai, Kabal, North-West Frontier, Pakistan, assailants detonated an improvised explosive device targeting a school, damaging the school and three residences but causing no injuries. Ten suspects have been arrested in connection to the attack. No group claimed responsibility. This is one of three related attacks."	1	1	1	0			1	1	0	3	Bombing/Explosion	8	Educational Institution	49	School/University/Educational Building		The IED was targeting a school.	153	Pakistan	Unknown	The specific motive for the attack is unknown.	0	0	-99	10	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	1	4	Unknown	0		ISVG	PAK	177276594
1.99E+11	1987	5	25	0	159	Peru	3	South America	Ayacucho	Ayacucho	-13.163874	-74.223564	2	1			1	1	1	0			1	1	0	3	Bombing/Explosion	21	Utilities	107	Electricity		High Tension line tower	159	Peru	Shining Path (SL)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	PER	29907003
1.99E+11	1994	5	18	0	28	Bosnia-Herzegovina	9	Eastern Europe		Sarajevo	43.85	18.3833333	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	7	Government (Diplomatic)	47	"International Organization (peacekeeper, aid agency, compound)"	United Nations	International	28	Bosnia-Herzegovina	Unknown		0	0					6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0		0		1			0		PGIS	BIH	4621598
2.01E+11	2009	4	12	0	92	India	6	South Asia	Assam	Karbi Anglong district	25.960734	93.497468	3	0	"The attack took place in Karbi Anglong, Assam, India."	"04/12/2009: On Sunday evening at about 2115, in Karbi Anglong, Assam, India, assailants detonated two improvised explosive devices on the railway tracks between Doldoli and Diphu railway stations then fired upon the engine car of the Kamrup Express passenger train, damaging the tracks and one railway car but causing no casualties. No group claimed responsibility, but authorities believed the Karbi Longri North Cachar Liberation Front (KLNLF) was responsible."	1	1	1	0			0	1	0	3	Bombing/Explosion	19	Transportation	100	Train/Train Tracks/Trolley		A train	92	India	Karbi Longri North Cachar Liberation Front (KLNLF)	The specific motive for the attack is unknown.	1	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	1	4	Unknown	0		ISVG	IND	1173108018
2.02E+11	2016	12	21	0	95	Iraq	10	Middle East & North Africa	Nineveh	Mosul	36.3835	43.191567	1	0	The incident occurred in the Zuhur neighborhood.	"12/21/2016: A suicide bomber detonated an explosives-laden vehicle in Zuhur, Mosul, Nineveh, Iraq. In addition to the assailant, eight people were killed and 13 people were injured in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	1	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	95	Iraq	Unknown		0	0	1	0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	9	1	13	0	0			0		START Primary Collection	IRQ	29671605
1.99E+11	1986	3	16	0	185	Spain	8	Western Europe	Basque Country	Donostia-San Sebastian	43.320812	-1.984447	1	0			1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Police	Police Unit	185	Spain	Basque Fatherland and Freedom (ETA)		0	0					5	Firearms	2	Automatic Weapon	1		0		1	4	Unknown	0		PGIS	ESP	40548753
1.99E+11	1988	6	13	0	61	El Salvador	2	Central America & Caribbean		Mercedes Umana	13.561665	-88.490093	1	0			1	1	1	0			1	1	0	3	Bombing/Explosion	21	Utilities	107	Electricity	Electrical Co.	Power Line Post	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	SLV	6052064
2.01E+11	2009	10	13	0	92	India	6	South Asia	Bihar	Padaiya	24.817016	84.843111	2	1	The attack took place in the Padaiya area of Aurangabad district in India's Bihar state.	"10/13/2009: On Tuesday, the tower of a private telecom company was partially destroyed when Communist Party of India - Maoist (CPI-Maoist) detonated an explosive device in the Padaiya area of Aurangabad district in India's Bihar state. A portion of the tower collapsed in the explosion. No casualties were reported in the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	16	Telecommunication				The tower of a private telecom company	92	India	Communist Party of India - Maoist (CPI-Maoist)	The specific motive for the attack is unknown.	1	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	1	3	Minor (likely < $1 million)	0		ISVG	IND	1173108018
1.99E+11	1985	8	14	0	160	Philippines	5	Southeast Asia	Unknown	Lawaan			5	0			1	1	1	0			0	1	0	1	Assassination	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Lawaan Town	"Mayor, Pio Diasanta"	160	Philippines	New People's Army (NPA)		1	0					5	Firearms	5	Unknown Gun Type	1		0		0			0		PGIS	PHL	99900177
2.01E+11	2014	11	21	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Ramadi	33.416612	43.3	1	0		"11/21/2014: Assailants attacked Ramadi city, Al Anbar governorate, Iraq. At least six people, including police Colonel Majid al-Fahdawi, and 12 assailants were killed in the ensuing clash. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	21	Government Building/Facility/Office	Government of Ramadi	Provincial Council Buildings	95	Iraq	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	18	12			1	4	Unknown	0		START Primary Collection	IRQ	29671605
2.01E+11	2011	4	6	0	92	India	6	South Asia	Meghalaya	Baghmara	25.193491	90.634631	1	1	The attack took place at the Gokha Coal Depot 10 kilometers from Baghmara in South Garo Hills.	"04/06/2011: On Wednesday night around 0145, 10 kilometers from Baghmara in South Garo Hills, Meghalaya, India, nine unidentified militants using AK 47s fired indiscriminately on a group of laborers, killing five laborers and injuring another laborer of the Gokha Coal Depot. The deceased were identified as Ram Badan Yadav, Suha Gin, Habibul, Noor Muhammad, Jamin, and the injured was identified as Rakib Miya. No group claimed responsibility, but it was suspected that Garo National Liberation Army (GNLA) militants were responsible."	1	1	1	0			0	1	0	2	Armed Assault	1	Business	10	Mining	Gokha Coal Depot	Employees of the Gokha Coal Depot	92	India	Garo National Liberation Army	The specific motive for the attack is unknown.	1	0	9	0	0		5	Firearms	2	Automatic Weapon	5	0	1	0	0			0		ISVG	IND	1173108018
2.01E+11	2014	1	3	0	155	West Bank and Gaza Strip	10	Middle East & North Africa	West Bank	Jerusalem	31.781781	35.230508	1	0	The incident occurred at the Old City area of the city.	"01/03/2014: An assailant stabbed a Border Police officer at Damascus Gate in Old City neighborhood, Jerusalem city, West Bank, West Bank and Gaza Strip. At least one officer was wounded as the knife was wrestled from the assailant's hands. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Israeli Border Police	Officer	97	Israel	Unknown		0	0	1	1	0		9	Melee	23	Knife or Other Sharp Object	0	0	1	0	0			0		START Primary Collection	149	1604238
2.02E+11	2016	6	17	0	4	Afghanistan	6	South Asia	Nangarhar	Kot district	34.143281	70.607179	3	0		"06/17/2016: Security forces shot and killed a suicide bomber attempting to target police personnel in Kot district, Nangarhar, Afghanistan. No group claimed responsibility for the incident."	1	1	1	0			0	0	1	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	Afghan National Police (ANP)	Officers	4	Afghanistan	Unknown		0	0	1	0	0		6	Explosives/Bombs/Dynamite	13	Suicide (carried bodily by human being)	1	1	0	0	0			0		START Primary Collection	AFG	29121286
2.01E+11	2013	10	12	0	153	Pakistan	6	South Asia	Balochistan	Surab	28.486481	66.260483	1	0		"10/12/2013: Assailants opened fired on police officers in Surab town, Balochistan province, Pakistan. No injuries were reported, and no group claimed responsibility for the attack."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	23	Police Patrol (including vehicles and convoys)	Pakistani Police	Vehicle	153	Pakistan	Unknown		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	0	0	-9			0		START Primary Collection	PAK	177276594
2.01E+11	2011	8	19	0	147	Nigeria	11	Sub-Saharan Africa	Borno	Maiduguri	11.833333	13.15	1	0	"At a house in Maiduguri, Borno, Nigeria."	"08/19/2011: On Friday afternoon around 1700, in Maiduguri, Borno, Nigeria, an unknown number of militants entered the home of a policeman and fired upon and killed three policemen and one civilian that had been watching TV. No group has claimed responsibility, but the militant group Boko Haram was thought to be responsible for the attack."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Maiduguri Law Enforcement	Policemen	147	Nigeria	Boko Haram	The specific motive for the attack is unknown.	1	0	-99	0	0		5	Firearms	5	Unknown Gun Type	4	0	0	0	0			0		ISVG	NGA	152217341
2.01E+11	2006	2	7	0	153	Pakistan	6	South Asia	Balochistan	Dera Bugti	29.033333	69.15	1	0		"02/07/2006: Suspected Balochistan Liberation Army militants fired rockets on three gas pipelines in the Loti area of Dera Bugti in the Balochistan Province of Pakistan, causing damage, but no injuries."	1	1	1	0			0	1	0	3	Bombing/Explosion	21	Utilities	106	Gas	Sui Southern Gas Company	Gas pipelines at the Loti gas field in Pakistan's Balochistan Province	153	Pakistan	Baloch Liberation Army (BLA)	Unknown	1	0		0	-9	-9	6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	1	4	Unknown	0		CETIS	PAK	177276594
2.01E+11	2013	12	17	0	4	Afghanistan	6	South Asia	Uruzgan	Tarin Kot	32.666404	65.90363	1	0		"12/17/2013: Assailants abducted a female police officer and her sister, a teacher, in Tarinkot city, Uruzgan province, Afghanistan. The assailants hung and shot the victims, and their bodies were found the next day. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	3	Police	25	Police Security Forces/Officers	Afghan Police	Officer: Feroza	4	Afghanistan	Unknown		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	2	0	0	0	0			1	2	START Primary Collection	AFG	29121286
2.00E+11	1996	12	17	0	45	Colombia	3	South America	Meta	Lejanias	3.52721	-74.02371	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	9	Unknown	4	Military	29	Military Unit/Patrol/Convoy	govt	army patrol (ambush)	45	Colombia	Revolutionary Armed Forces of Colombia (FARC)		0	0					13	Unknown			3		4		1			0		PGIS	COL	44205293
2.01E+11	2014	2	22	0	228	Yemen	10	Middle East & North Africa	Amanat Al Asimah	Sanaa	15.359018	44.204124	1	0		"02/22/2014: Assailants kidnapped a Czech doctor as she was walking to work in Sanaa city, Amanat Al Asimah governorate, Yemen. The doctor was released unharmed later the same day. No group claimed responsibility for the incident."	0	1	1	1	2	Other Crime Type	0	1	0	6	Hostage Taking (Kidnapping)	14	Private Citizens & Property	77	Laborer (General)/Occupation Identified	Unknown	Doctor	54	Czech Republic	Unknown	"The specific motive is unknown; however, sources speculated that the victim may have been abducted by tribesmen as a bargaining tool for the release of their relatives in prison."	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	0	0	0			1	1	START Primary Collection	YEM	23495361
2.01E+11	2014	11	28	0	217	United States	1	North America	Texas	Austin	30.26744	-97.734942	1	0		"11/28/2014: An assailant opened fire on police headquarters in Austin, Texas, United States. This was one of three attacks carried out by the same assailant that targeted government and security buildings in the city on the same day. The assailant was shot and killed when police responded, but there were no other casualties reported. No group claimed responsibility for the incidents; however, the deceased assailant was identified as Larry McQuilliams. Sources suspected that the incidents were fueled by anti-government and anti-immigration sentiments."	1	1	1	0			1	1	0	2	Armed Assault	3	Police	22	"Police Building (headquarters, station, school)"	Austin Police Department	Headquarters	217	United States	Anti-Government extremists	"The specific motive is unknown; however, sources suspected that the attack may have been the result of Larry Steven McQuilliams' anti-government and anti-immigration sentiments."	0	1	1	0	0		5	Firearms	2	Automatic Weapon	1	1	0	0	-9			0		START Primary Collection	USA	310232863
2.01E+11	2013	9	15	0	153	Pakistan	6	South Asia	Khyber Pakhtunkhwa	Barwal Bandai	35.09054	71.76357	1	0	Incident occurred in Bin Shahi area	"09/15/2013: A Pakistani military vehicle struck a roadside bomb Barwal Bandai, Khyber Pakhtunkhwa province, Pakistan. At least three military officials, including two senior officers, were killed and at least three soldiers were injured in the blast. Shahidullah Shahid, a spokesperson for Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that the attack was in retaliation for the Pakistani security forces' continual anti-TTP activities throughout the country."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	1	Assassination	4	Military	29	Military Unit/Patrol/Convoy	Pakistan Army	Convoy of Senior Personnel: Major General Sanaullah	153	Pakistan	Tehrik-i-Taliban Pakistan (TTP)	The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Pakistani security forces' continuous anti-TTP activities throughout the country.	0	0	-99	0	1		6	Explosives/Bombs/Dynamite	8	Land Mine	3	0	3	0	1	4	Unknown	0		START Primary Collection	PAK	177276594
2.02E+11	2015	2	17	0	60	Egypt	10	Middle East & North Africa	North Sinai	Jaradah	31.175401	33.985587	2	0	The incident occurred in between Sheikh Zuweid and Arish	"02/17/2015: Security forces found and safely detonated two explosive devices intended to target security vehicles between Sheikh Zuweid and Arish, Jaradah, North Sinai governorate, Egypt. No group claimed responsibility for the incident."	1	1	1	0			0	0	0	3	Bombing/Explosion	4	Military	35	Military Transportation/Vehicle (excluding convoys)	Egyptian Armed Forces	Vehicles	60	Egypt	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	0			0		START Primary Collection	EGY	80471869
1.99E+11	1990	2	22	0	92	India	6	South Asia	Jammu and Kashmir	Srinagar	34.083658	74.797368	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	1	Business	3	Bank/Commerce	State Bank of India	Rainwari Branch	92	India	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	IND	1173108018
2.01E+11	2013	6	4	0	92	India	6	South Asia	Jammu and Kashmir	Anantnag	33.733336	75.148983	1	0	The incident occurred in Khanabal Chowk in the Anantnag district.	"06/04/2013: Assailants threw a grenade at two army vehicles in Khanabal Chowk area, Anantnag district, Jammu and Kashmir state, India. The grenade missed and struck a group of civilians and police officers instead. Four civilians and one police constable were injured. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	4	Military	35	Military Transportation/Vehicle (excluding convoys)	Indian Army	Vehicles	92	India	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	7	Grenade	0	0	5	0	1	4	Unknown	0		START Primary Collection	IND	1173108018
1.99E+11	1989	9	2	0	183	South Africa	11	Sub-Saharan Africa	Gauteng	Johannesburg	-26.177929	27.974858	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	73	Vehicles/Transportation		Glenanda Shopping Center	183	South Africa	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	ZAF	49109107
2.01E+11	2009	4	18	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.389934	44.460652	1	0	The attack took place in front of the house of the colonel of the Ministry of Interior Intelligence in the Ur neighborhood in eastern Baghdad.	"04/18/2009: On Saturday evening at 2030, unknown gunmen killed the Colonel of the Ministry of Interior Intelligence in front of his house in the Ur neighborhood in eastern Baghdad. No claim of responsibility has been reported."	1	1	1	0			0	1	0	1	Assassination	2	Government (General)	20	Intelligence		Assailants targeted the Colonel of the Ministry of Interior Intelligence.	95	Iraq	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	1	0	0	0	-9	4	Unknown	0		ISVG	IRQ	29671605
2.02E+11	2016	1	31	0	200	Syria	10	Middle East & North Africa	Damascus	Sayyidah Zaynab	33.444163	36.337632	1	0		"01/31/2016: An explosives-laden vehicle detonated at a bus station in Sayyidah Zaynab, Damascus governorate, Syria. This was one of two related bombings targeting a Shiite shrine in Sayyidah Zaynab on the same day; this initial attack was designed to draw a crowd. At least 71 people, including several militia members, were killed and 100 others were injured across both incidents. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attacks."	1	1	1	0			1	1	0	3	Bombing/Explosion	19	Transportation	101	Bus Station/Stop	Unknown	Bus Station	200	Syria	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	15	Vehicle	36	0	50	0	-9			0		START Primary Collection	SYR	22198110
